6.30143e+06	15.6563
0.527415	-10.9861	to replace
0.990741	-10.9861	conversion
0.521739	-10.9874	falls
0.990741	-10.9874	partially
0.178947	-10.9878	on monday
0.86014	-10.9886	spectacular
0.332638	-10.9895	34
0.254103	-10.9898	european union
0.973214	-10.9914	label
0.232772	-10.9914	canada
0.636015	-10.9916	trains
0.645669	-10.9923	mexico city
0.650602	-10.9928	savings
0.990654	-10.9933	virgin islands
0.825806	-10.9936	islamic jihad
0.435484	-10.9941	rome
0.86014	-10.9944	daily news
0.581994	-10.9946	russians
0.8	-10.995	justice minister
0.990654	-10.9955	indefinitely
0.762431	-10.9955	104
0.972973	-10.9956	put forward
0.990654	-10.9973	parallel
0.791667	-10.9976	fruit
0.972973	-10.9977	grew up
0.626866	-10.9986	wave of
0.864286	-10.9991	last october
0.933333	-10.9993	taking place
0.795181	-10.9996	responding to
0.765363	-10.9998	divisions
0.940678	-11.0002	letting
0.727273	-11.0007	alaska
0.990654	-11.0008	totaling
0.820513	-11.0009	volleyball
0.843537	-11.0015	licenses
0.79878	-11.0017	jay
0.367268	-11.0026	in april
0.815287	-11.0027	gear
0.704762	-11.003	keeps
0.819355	-11.0038	north american
0.585526	-11.0044	none of
0.768362	-11.0046	analysts say
0.990566	-11.0047	super bowl
0.635659	-11.0052	to investigate
0.990566	-11.0053	flower
0.990566	-11.0053	divide
0.687783	-11.0053	tampa bay
0.940678	-11.0055	sustainable development
0.347575	-11.0055	poll
0.448077	-11.0059	84
0.36897	-11.0062	politics
0.918699	-11.0063	114
0.990566	-11.0065	accusation
0.940678	-11.0072	alarm
0.95614	-11.0079	rift
0.990566	-11.0079	noise
0.670996	-11.0081	for example ,
0.595238	-11.0088	shop
0.52973	-11.009	bills
0.706731	-11.0095	violation of
0.490741	-11.0104	shortly after
0.606383	-11.0104	central government
0.626415	-11.0117	milwaukee
0.402496	-11.0124	cancer
0.659664	-11.013	tape
0.305957	-11.0133	kenya
0.64898	-11.0137	rallies
0.990476	-11.0139	fitness
0.789157	-11.0144	survival
0.566563	-11.0146	concerned about
0.827815	-11.015	panic
0.710784	-11.015	come up
0.401244	-11.0153	portugal
0.598616	-11.0153	an average
0.195356	-11.0156	german
0.75	-11.0157	african union
0.579805	-11.0159	pittsburgh
0.773256	-11.0161	peace accord
0.515464	-11.0162	an independent
0.447674	-11.0167	ties with
0.45328	-11.0168	a single
0.631783	-11.0172	indiana
0.981308	-11.0175	disrupted
0.73057	-11.0177	parks
0.718593	-11.0183	searching for
0.91129	-11.0185	unpopular
0.736842	-11.0198	on both sides
0.451485	-11.0199	chile
0.963964	-11.0201	retail sales
0.748634	-11.0202	lie
0.36919	-11.0218	52
0.776471	-11.022	appeals court
0.718593	-11.0222	unfair
0.694836	-11.0222	second largest
0.990385	-11.0224	most populous
0.64	-11.0224	just before
0.947368	-11.0226	shin
0.663793	-11.0228	boxing
0.831081	-11.0228	106
0.658228	-11.0232	15,000
0.502463	-11.0238	new year
0.891473	-11.024	monks
0.608696	-11.024	normally
0.384173	-11.0243	39
0.663793	-11.0244	hamilton
0.758427	-11.0251	blaze
0.322811	-11.0253	to reach
0.873134	-11.0254	challenger
0.506266	-11.0255	91
0.816993	-11.0259	burma
0.421144	-11.026	sex
0.910569	-11.0266	tainted
0.939655	-11.0268	has begun
0.711443	-11.027	athletic
0.641129	-11.0275	second day
0.530387	-11.0277	eyes
0.672566	-11.0285	replacement
0.972222	-11.0285	critics say
0.963636	-11.0295	british pound
0.723077	-11.0296	arguments
0.93913	-11.0304	step toward
0.678733	-11.0309	applications
0.373461	-11.0309	uganda
0.680365	-11.0312	ports
1	-11.0313	videos
0.990291	-11.0318	three gorges
0.815789	-11.032	european championship
0.683486	-11.0322	stockholm
0.85	-11.0326	210
0.87218	-11.0331	experts say
0.866667	-11.0334	hurricanes
0.954955	-11.0335	an unprecedented
0.825503	-11.0339	psychological
0.92437	-11.034	percentage point
0.662338	-11.0341	ad
0.990291	-11.0345	affects
0.365918	-11.0345	leads
0.909836	-11.0346	surveys
0.371429	-11.0347	in london
0.990291	-11.0348	appealing
0.93913	-11.0353	these days
0.462025	-11.0355	begins
0.93913	-11.0356	surrounded by
0.990291	-11.0362	cart
0.923729	-11.0362	sum
0.680365	-11.0368	mistakes
0.815789	-11.0377	to prepare for
0.566879	-11.0382	ira
0.5625	-11.0383	advertising
0.77381	-11.0385	ratings
0.477376	-11.0396	look at
0.954545	-11.0404	smugglers
0.82	-11.0405	week ago
0.619772	-11.0407	dies
0.507692	-11.0411	payments
0.946429	-11.0413	chronic
0.938596	-11.0414	red sea
0.902439	-11.0416	scare
0.523161	-11.0418	actress
0.785276	-11.0427	25,000
0.748603	-11.0429	subway
0.481567	-11.0431	not yet
0.81457	-11.0437	civil rights
0.491566	-11.0442	bar
0.66087	-11.0443	blamed for
0.416235	-11.0444	instead of
0.38914	-11.0444	records
0.801282	-11.0444	honduras
0.876923	-11.0445	generals
0.818792	-11.0446	several months
0.946429	-11.0449	pattern
0.656652	-11.0451	third round
0.66087	-11.0455	proof
0.990196	-11.0457	set aside
0.990196	-11.046	mad cow disease
0.871212	-11.0468	draws
0.854015	-11.0478	tamil tiger
0.938053	-11.0483	all blacks
0.923077	-11.0486	south asia
0.81457	-11.0489	shortly before
0.651064	-11.049	to watch
0.632	-11.0492	estonia
0.354717	-11.0497	croatia
0.842857	-11.0505	lab
0.731183	-11.0508	insist
0.833333	-11.051	macau
0.796178	-11.0512	barely
0.990099	-11.0518	andre agassi
0.747191	-11.0519	nicaragua
0.633065	-11.0524	yemen
0.754286	-11.0524	qualify for
0.923077	-11.0524	cabinet ministers
0.895161	-11.0537	joins
0.990099	-11.0539	farmland
0.990099	-11.054	environmentalists
0.561905	-11.0542	commonwealth
0.357326	-11.0545	73
0.852941	-11.0552	cubic meters
0.779141	-11.0554	go ahead
0.44511	-11.0554	an important
0.688995	-11.0556	pension
0.803922	-11.0566	absolute
0.510526	-11.0574	30 percent
0.752874	-11.0583	pursuing
0.901639	-11.0584	800,000
0.922414	-11.0594	nominations
0.626984	-11.0595	they 've
0.543284	-11.06	ring
0.971429	-11.0602	benazir bhutto
0.826389	-11.0602	0.4 percent
0.35125	-11.061	will continue
1	-11.0612	falun gong
0.915254	-11.0614	conclude
0.10534	-11.0617	united states
0.392523	-11.0618	49
0.907563	-11.062	retailers
0.953704	-11.0625	net income
0.20826	-11.0625	foreign minister
0.846715	-11.0633	professionals
0.812081	-11.0643	mumbai
0.777778	-11.0647	drops
0.709184	-11.065	announces
0.453027	-11.0651	81
0.71134	-11.0651	shipments
0.593525	-11.0669	hollywood
0.802632	-11.067	thin
0.374111	-11.0673	69
0.55873	-11.0675	one day
0.640167	-11.0675	will face
0.618677	-11.0676	15 years
0.530086	-11.068	( ap )
0.560897	-11.068	melbourne
0.862595	-11.0696	traffickers
0.936937	-11.0698	monetary policy
0.857143	-11.0701	local residents
0.929204	-11.0702	ge
0.953271	-11.0707	ultra -
0.9	-11.0707	deliveries
0.936937	-11.071	ann
0.929204	-11.0712	upper house
0.929204	-11.0713	will be updated
0.728261	-11.0716	uncertain
0.862595	-11.0716	triggered by
0.797386	-11.072	into account
0.921739	-11.0725	tires
0.989899	-11.0733	human rights watch
0.874016	-11.0735	belonged to
0.610687	-11.0737	even more
0.505236	-11.0737	gay
0.498721	-11.0743	in 1992
0.478873	-11.0744	to maintain
0.970874	-11.0749	drinking water
0.704082	-11.0761	amounted to
0.913793	-11.0767	23 -year-old
0.410745	-11.0768	last year 's
0.779874	-11.0783	obstacles
0.592058	-11.0786	monetary fund
0.718085	-11.0789	she added
0.801325	-11.0792	withdraw from
0.757396	-11.0797	bed
0.659193	-11.0802	orlando
0.712042	-11.0806	arab league
0.628571	-11.0808	bolivia
0.408621	-11.0813	85
0.651982	-11.0818	cap
0.928571	-11.082	has risen
0.43021	-11.0821	78
0.420475	-11.0826	to create
0.518106	-11.0828	manufacturers
0.892562	-11.0832	sells
0.989796	-11.0833	guantanamo bay
0.612403	-11.0835	witnesses said
0.564356	-11.0835	right now
0.72043	-11.0836	john mccain
0.488889	-11.0836	freed
0.702564	-11.0837	properties
0.647826	-11.0843	sense of
0.426415	-11.0844	tanzania
0.928571	-11.0845	southwest china 's
0.453961	-11.0862	designed to
0.233202	-11.0864	the united nations
0.653333	-11.0868	australian open
0.716578	-11.0869	protesting
0.399007	-11.0881	62
0.219439	-11.0885	thailand
0.873016	-11.0891	london - based
0.688119	-11.0895	main opposition
0.8	-11.0895	medium
0.408696	-11.0896	to raise
0.562914	-11.0897	exchange rates
0.448637	-11.0899	related to
0.556634	-11.0902	boats
0.905983	-11.0903	roadside bomb
0.804054	-11.0905	senior officials
0.787097	-11.0907	sunday morning
0.818182	-11.0909	hughes
0.650442	-11.091	african countries
0.885246	-11.0911	garbage
0.701031	-11.0917	80 percent of
0.571918	-11.0918	dealers said
0.427481	-11.0923	in 1997
0.961165	-11.0927	airliner
0.639485	-11.0929	uae
0.989691	-11.0933	broadcasts
0.970297	-11.0939	leicester
0.684729	-11.094	four days
0.827338	-11.0944	state department spokesman
0.818182	-11.0946	to fill
0.701031	-11.0946	105
0.603053	-11.0952	trapped
0.512397	-11.0953	will go
0.548896	-11.0954	penalties
0.961165	-11.0957	premier wen jiabao
0.509537	-11.0961	incidents
0.521368	-11.0962	ukrainian
0.3739	-11.0973	firms
0.635593	-11.0974	type of
0.789474	-11.0976	coalition forces
0.621951	-11.0979	warnings
0.568027	-11.0981	venezuelan
0.615079	-11.0983	97
0.912281	-11.0985	humanitarian aid
0.979798	-11.0985	cell phone
0.684729	-11.0988	repeat
0.739884	-11.0989	everton
0.785714	-11.0991	privacy
0.832117	-11.0993	permitted
0.816901	-11.0998	primarily
0.621951	-11.1003	salary
0.927273	-11.1007	holders
0.865079	-11.1014	parker
0.912281	-11.1015	local governments
0.77707	-11.1016	made public
0.681373	-11.1016	questions about
0.587591	-11.1023	guatemala
0.890756	-11.1024	former yugoslavia
0.979592	-11.1024	bad weather
0.780645	-11.1029	marijuana
0.989583	-11.1032	tackling
0.760736	-11.1036	hungarian
0.533133	-11.1038	montreal
0.371179	-11.1039	nepal
0.23526	-11.1042	strike
0.842105	-11.1043	270
0.295476	-11.1043	austria
0.394089	-11.1044	berlin
0.884298	-11.1057	intend to
0.890756	-11.1057	memphis
0.533133	-11.1058	police chief
0.631356	-11.1062	un security council
0.859375	-11.1062	suicide bombing
0.611111	-11.1066	senators
0.989583	-11.1068	gifts
0.424474	-11.1071	88
0.726257	-11.1073	reference to
0.911504	-11.1075	divorce
0.904348	-11.1078	abused
0.365439	-11.1083	kind of
0.422348	-11.1085	houston
0.806897	-11.1087	outlawed
0.169142	-11.1088	13
0.650224	-11.1089	extremist
0.97	-11.1094	training camp
0.760736	-11.1094	blamed on
0.695876	-11.1104	fiji
0.805556	-11.1105	under investigation
0.509695	-11.1109	jailed
0.80137	-11.1112	will receive
0.651584	-11.1112	disappointing
0.883333	-11.1113	instruments
0.588889	-11.1117	appeared to be
0.858268	-11.1128	hardest
0.989474	-11.1133	golan heights
0.347044	-11.1133	cuts
0.555921	-11.1133	f
0.989474	-11.114	red wings
0.571429	-11.114	92
0.354839	-11.1141	venezuela
0.877049	-11.1143	paintings
0.681592	-11.1145	portland
0.903509	-11.1149	looking into
0.942857	-11.1149	stanford
0.665094	-11.1153	sinn fein
0.709677	-11.1153	8,000
0.951456	-11.1154	ncaa
0.709677	-11.1155	bosnian serbs
0.657407	-11.1164	state council
0.657407	-11.1164	taiwan strait
0.767296	-11.1165	prospect of
0.791946	-11.1166	birmingham
0.423077	-11.1188	relations between
0.782895	-11.119	civil aviation
0.765823	-11.1194	bucharest
0.896552	-11.1198	dirty
0.851562	-11.1202	blind
0.951456	-11.1203	plane crash
0.979381	-11.1204	push forward
0.195172	-11.1207	19
0.765823	-11.1207	eating
0.979381	-11.121	long- range
0.876033	-11.1214	european central bank
0.65	-11.1218	both countries
0.876033	-11.122	staging
0.447312	-11.1223	mideast
0.57971	-11.1224	stolen
0.654378	-11.1229	samples
0.95098	-11.1232	pricing
0.757764	-11.1233	excessive
0.989362	-11.1238	javier solana
0.408273	-11.1239	millions of
0.477833	-11.1241	minor
0.442797	-11.1243	statements
0.808511	-11.1244	an initial
0.989362	-11.1245	kicks
0.989362	-11.1245	fuels
0.918182	-11.1247	legislative elections
0.839695	-11.1247	robust
0.548701	-11.1248	flooding
0.925926	-11.1249	equipped with
0.565517	-11.1249	somali
0.452539	-11.1251	taxes
0.291897	-11.1259	33
0.511299	-11.126	south korea 's
0.862903	-11.1261	rule out
0.528701	-11.1261	reporting
0.624473	-11.1261	busy
0.96	-11.1272	heavy rain
0.989362	-11.1273	pensions
0.798611	-11.1278	households
0.377504	-11.1279	numbers
0.539432	-11.1279	michigan
0.989362	-11.1286	hyundai
0.989362	-11.1287	descent
0.661905	-11.1287	santa
0.844961	-11.1289	economic recovery
0.989362	-11.1293	fewer than
0.90991	-11.1297	celebrity
0.446121	-11.13	colombian
0.798611	-11.1304	benefit from
0.712707	-11.1307	chair
0.721591	-11.1316	supported by
0.614754	-11.1316	managers
0.40354	-11.1317	clean
0.917431	-11.1323	metric tons
0.423828	-11.1331	- related
0.833333	-11.1332	refuses to
0.75625	-11.1336	e
0.541401	-11.1336	ohio
0.678392	-11.1338	participating in
0.917431	-11.1342	suicide bombings
0.785235	-11.1345	1945
0.789116	-11.1346	militant group
0.881356	-11.1347	has grown
0.645455	-11.1348	slobodan milosevic
0.850394	-11.1349	filled with
0.941748	-11.1353	mali
0.46778	-11.1361	frankfurt
0.978947	-11.1362	disposal
0.717514	-11.1364	twins
0.959596	-11.1364	aung san
0.374046	-11.1365	names
0.989247	-11.1365	celebrities
0.715084	-11.1366	bailout
0.696809	-11.1374	feels
0.887931	-11.1375	executions
0.527439	-11.1375	promises
0.969072	-11.1386	broadcasting corp.
0.989247	-11.1388	tent
0.989247	-11.1389	satisfy
0.347884	-11.139	42
0.451111	-11.1391	86
0.347884	-11.1398	, though
0.807143	-11.1399	strictly
0.696809	-11.1401	batting
0.576642	-11.1405	rises
0.509972	-11.1407	belgian
0.408015	-11.1411	pre-
0.576642	-11.1415	returning to
0.65566	-11.1416	movements
0.490765	-11.1418	pilots
0.807143	-11.1419	mississippi
0.969072	-11.1421	consumer spending
0.978947	-11.1422	bankrupt
0.989247	-11.1433	experiments
0.55	-11.1437	- born
0.268409	-11.1438	spanish
0.801418	-11.1444	removed from
0.932692	-11.1447	tax cuts
0.416826	-11.1447	he did not
0.635556	-11.1449	resumption of
0.909091	-11.1451	commerce department
0.365782	-11.1452	are still
1	-11.1454	addis ababa
0.932692	-11.1461	economic slowdown
0.98913	-11.1462	presided over
0.96875	-11.1464	dick cheney
0.6875	-11.1468	destination
0.778523	-11.1473	needs to be
0.701087	-11.1473	public health
0.98913	-11.1477	nationally
0.657143	-11.1479	sick
0.709497	-11.1484	cotton
0.816176	-11.1487	deportation
0.98913	-11.1493	harper
0.795775	-11.1494	developed countries
0.98913	-11.1496	bread
0.782313	-11.1508	farmer
0.709497	-11.1511	impoverished
0.92381	-11.1512	ftse 100
0.778523	-11.1517	palestinian territories
0.633929	-11.1517	plea
0.67	-11.1526	santiago
0.638009	-11.1526	short- term
0.660194	-11.1528	guarantees
0.769737	-11.1533	monaco
0.488064	-11.1542	macedonia
0.398589	-11.1544	miami
0.635135	-11.1545	financial markets
0.892857	-11.1546	podium
0.810219	-11.1548	smuggled
0.73494	-11.1553	tottenham
0.932039	-11.1559	table tennis
0.631111	-11.1574	indicated that
0.685864	-11.1577	tennessee
0.989011	-11.1578	sabotage
0.507163	-11.1579	qatar
0.989011	-11.1579	tender
0.283289	-11.158	to discuss
0.652381	-11.158	clothes
0.657005	-11.1583	formerly
0.989011	-11.159	feud
0.958763	-11.1595	50th anniversary
0.989011	-11.1597	royals
0.989011	-11.1597	several thousand
0.865546	-11.1599	found dead
0.804348	-11.1601	most popular
0.5	-11.1601	continues to
0.989011	-11.1602	blueprint
0.707865	-11.1603	control over
0.613445	-11.1604	smoking
0.540984	-11.1606	to defend
0.989011	-11.1614	confirming
0.949495	-11.1616	mafia
0.682292	-11.1621	to persuade
0.989011	-11.1623	chased
0.682292	-11.1624	once again
0.79021	-11.1626	presidential palace
0.684211	-11.1628	hold talks
0.978495	-11.1629	stepped down
0.989011	-11.1629	fa cup
0.989011	-11.1629	hunger strike
0.989011	-11.163	grandfather
0.710227	-11.1635	barry
0.584615	-11.1639	general assembly
0.9	-11.164	probe into
0.865546	-11.1645	1.2 million
0.846774	-11.1646	moved into
0.566787	-11.1649	learning
0.858333	-11.1655	yangtze river
0.447191	-11.1657	basketball
0.733333	-11.1658	suspicious
0.923077	-11.1658	artificial
0.587549	-11.166	liberia
0.629464	-11.1661	sanctions against
0.989011	-11.1666	wide range
0.915094	-11.1667	last fall
0.931373	-11.1668	26 -year-old
0.658537	-11.167	europeans
0.691892	-11.1672	prague
0.846774	-11.1673	march 31
0.611814	-11.1674	was born
0.465854	-11.1679	sars
0.511834	-11.1685	boycott
0.864407	-11.1686	central asian
0.94	-11.1691	rear
0.968085	-11.1693	golden state
0.958333	-11.1694	self- defense
0.915094	-11.1699	honors
0.766667	-11.17	leeds
0.84	-11.1702	last september
0.845528	-11.1703	tend to
0.988889	-11.1705	toy
0.736196	-11.1708	1.5 million
0.371295	-11.1709	56
0.988889	-11.1712	easter
0.564748	-11.1713	politician
0.715116	-11.172	ads
0.423077	-11.1731	miss
0.708571	-11.1731	record high
0.575188	-11.1733	marathon
0.87069	-11.1735	bottles
0.535714	-11.1738	5 percent
0.988889	-11.174	procurement
0.661692	-11.1746	offense
0.930693	-11.1751	talented
0.988889	-11.1754	non- proliferation
0.899083	-11.1754	rider
0.412791	-11.1756	detroit
0.490411	-11.176	baby
0.761589	-11.1761	fda
0.652174	-11.1769	peace plan
0.68254	-11.1771	talent
0.52	-11.1772	vowed to
0.77931	-11.1773	kentucky
0.352691	-11.1776	squad
0.845528	-11.1776	contacts with
0.939394	-11.1777	amnesty international
0.201475	-11.178	27
0.467662	-11.1785	risks
0.635945	-11.1786	buyers
0.467662	-11.1788	- hour
0.914286	-11.1789	power plants
0.734568	-11.1792	arab countries
0.203582	-11.1792	indonesia
0.761589	-11.1792	barbados
0.967742	-11.1793	kidnap
0.988764	-11.1793	hurting
0.702247	-11.1798	come out
0.563636	-11.1798	six years
0.978022	-11.1799	lethal
0.914286	-11.1805	territorial integrity
0.939394	-11.1805	audiences
0.216693	-11.1811	31
0.614719	-11.1816	will become
0.83871	-11.1826	bombay
0.765101	-11.1836	cole
0.568773	-11.1838	justice department
0.700565	-11.1844	: report
0.589641	-11.185	dhaka
0.734568	-11.1852	high commissioner
0.777778	-11.1853	venues
0.921569	-11.1856	top priority
0.863248	-11.1858	ethics
0.638498	-11.186	chase
0.637209	-11.1866	collision
0.650485	-11.1866	donations
0.869565	-11.187	belong to
0.7375	-11.1873	other than
0.772414	-11.1874	local authorities
0.638498	-11.1874	stress
0.740506	-11.1875	under control
0.80597	-11.1881	seconds behind
0.876106	-11.1888	presentation
0.913462	-11.189	national guard
0.8	-11.189	defeats
0.447005	-11.1891	40 percent
0.815385	-11.1892	times : --
0.608511	-11.1892	30 years
0.988636	-11.1904	emerging markets datafile
0.700565	-11.1905	utilities
0.571429	-11.1907	ready for
0.988636	-11.1907	inner mongolia
0.977778	-11.1913	lottery
0.810606	-11.1914	pack
0.988636	-11.1916	finger
0.694444	-11.1916	ferrari
0.921569	-11.1917	south asian
0.988636	-11.1921	considerably
0.325581	-11.1923	to leave
0.609442	-11.1927	advances
0.673684	-11.1934	space station
0.546713	-11.1935	quiet
0.988636	-11.1937	videotape
0.988636	-11.1941	hamid karzai
0.548951	-11.1942	stewart
0.832	-11.1944	driven by
